x1,y1,x2,y2,class,true_class_name,image,image_path,class_id
35,85,479,329,93,Dodge Challenger SRT8 2011,04021.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04021.jpg,117
1,6,120,77,123,Geo Metro Convertible 1993,04022.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04022.jpg,5
85,33,485,297,26,BMW ActiveHybrid 5 Sedan 2012,04023.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04023.jpg,140
52,41,377,307,121,GMC Acadia SUV 2012,04024.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04024.jpg,82
1,39,268,183,91,Dodge Dakota Club Cab 2007,04025.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04025.jpg,2
8,17,468,297,91,Dodge Dakota Club Cab 2007,04026.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04026.jpg,2
23,33,626,393,79,Chrysler 300 SRT-8 2010,04027.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04027.jpg,19
35,105,595,411,172,Plymouth Neon Coupe 1999,04028.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04028.jpg,15
46,310,1209,732,30,BMW 3 Series Wagon 2012,04029.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04029.jpg,101
5,22,295,195,28,BMW 1 Series Coupe 2012,04030.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04030.jpg,88
28,93,786,546,135,Hyundai Elantra Sedan 2007,04031.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04031.jpg,12
65,132,453,356,73,Chevrolet Malibu Sedan 2007,04032.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04032.jpg,16
11,62,198,125,158,Maybach Landaulet Convertible 2012,04033.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04033.jpg,158
21,12,293,215,109,Ford Expedition EL SUV 2009,04034.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04034.jpg,87
94,23,260,205,56,Chevrolet Corvette ZR1 2012,04035.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04035.jpg,94
27,88,406,256,117,Ford Fiesta Sedan 2012,04036.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04036.jpg,168
8,25,292,177,91,Dodge Dakota Club Cab 2007,04037.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04037.jpg,2
8,128,496,286,31,BMW 6 Series Convertible 2007,04038.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04038.jpg,145
120,66,673,472,157,MINI Cooper Roadster Convertible 2012,04039.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04039.jpg,190
68,354,992,669,21,Audi S5 Convertible 2012,04040.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04040.jpg,144
8,56,215,121,56,Chevrolet Corvette ZR1 2012,04041.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04041.jpg,94
72,93,940,606,93,Dodge Challenger SRT8 2011,04042.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04042.jpg,117
26,96,618,426,81,Chrysler PT Cruiser Convertible 2008,04043.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04043.jpg,182
152,325,1499,880,145,Jeep Patriot SUV 2012,04044.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04044.jpg,68
20,79,734,431,84,Dodge Caliber Wagon 2007,04045.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04045.jpg,137
28,105,778,535,97,Dodge Charger SRT-8 2009,04046.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04046.jpg,33
12,19,100,54,123,Geo Metro Convertible 1993,04047.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04047.jpg,5
73,98,505,298,99,FIAT 500 Abarth 2012,04048.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04048.jpg,135
25,64,633,401,77,Chrysler Sebring Convertible 2010,04049.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04049.jpg,122
50,363,1129,740,79,Chrysler 300 SRT-8 2010,04050.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04050.jpg,19
22,60,377,260,62,Chevrolet Tahoe Hybrid SUV 2012,04051.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04051.jpg,161
5,21,404,251,36,BMW M6 Convertible 2010,04052.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04052.jpg,20
24,45,452,325,81,Chrysler PT Cruiser Convertible 2008,04053.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04053.jpg,182
37,188,1273,836,36,BMW M6 Convertible 2010,04054.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04054.jpg,20
200,147,615,465,100,FIAT 500 Convertible 2012,04055.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04055.jpg,151
28,48,663,302,1,AM General Hummer SUV 2000,04056.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04056.jpg,107
43,57,654,386,183,Suzuki SX4 Hatchback 2012,04057.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04057.jpg,118
16,75,467,271,64,Chevrolet Express Cargo Van 2007,04058.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04058.jpg,178
19,86,389,227,23,Audi S4 Sedan 2012,04059.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04059.jpg,127
18,77,565,439,32,BMW X5 SUV 2007,04060.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04060.jpg,172
12,48,252,169,19,Audi TT Hatchback 2011,04061.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04061.jpg,110
38,3,418,328,88,Dodge Sprinter Cargo Van 2009,04062.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04062.jpg,81
77,66,596,429,114,Ford F-150 Regular Cab 2007,04063.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04063.jpg,50
60,91,559,389,115,Ford Focus Sedan 2007,04064.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04064.jpg,169
65,151,639,435,189,Toyota 4Runner SUV 2012,04065.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04065.jpg,120
39,66,376,298,111,Ford Ranger SuperCab 2011,04066.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04066.jpg,56
17,114,594,415,33,BMW X6 SUV 2012,04067.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04067.jpg,187
26,74,618,411,117,Ford Fiesta Sedan 2012,04068.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04068.jpg,168
22,55,285,199,84,Dodge Caliber Wagon 2007,04069.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04069.jpg,137
43,44,593,378,193,Volvo C30 Hatchback 2012,04070.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04070.jpg,14
81,157,862,599,167,Mitsubishi Lancer Sedan 2012,04071.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04071.jpg,8
35,95,609,331,8,Aston Martin V8 Vantage Convertible 2012,04072.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04072.jpg,54
25,116,629,333,49,Buick Verano Sedan 2012,04073.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04073.jpg,10
51,24,259,147,88,Dodge Sprinter Cargo Van 2009,04074.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04074.jpg,81
62,249,796,663,23,Audi S4 Sedan 2012,04075.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04075.jpg,127
41,52,757,490,195,Volvo XC90 SUV 2007,04076.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04076.jpg,131
32,36,261,154,128,Honda Accord Coupe 2012,04077.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04077.jpg,126
456,773,2795,1988,191,Volkswagen Golf Hatchback 1991,04078.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04078.jpg,37
37,7,300,195,83,Dodge Caliber Wagon 2012,04079.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04079.jpg,84
17,30,463,316,73,Chevrolet Malibu Sedan 2007,04080.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04080.jpg,16
45,53,602,399,144,Jaguar XK XKR 2012,04081.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04081.jpg,89
9,29,416,255,179,Spyker C8 Convertible 2009,04082.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04082.jpg,104
90,115,416,387,113,Ford F-150 Regular Cab 2012,04083.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04083.jpg,167
9,101,512,307,177,Rolls-Royce Phantom Sedan 2012,04084.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04084.jpg,40
103,361,1075,719,7,Acura ZDX Hatchback 2012,04085.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04085.jpg,139
106,241,1155,732,27,BMW 1 Series Convertible 2012,04086.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04086.jpg,192
48,65,621,443,118,GMC Terrain SUV 2012,04087.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04087.jpg,179
40,66,399,279,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,04088.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04088.jpg,112
492,248,916,538,26,BMW ActiveHybrid 5 Sedan 2012,04089.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04089.jpg,140
136,247,1876,1045,182,Suzuki Kizashi Sedan 2012,04090.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04090.jpg,160
18,95,290,205,48,Buick Rainier SUV 2007,04091.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04091.jpg,121
137,103,909,667,97,Dodge Charger SRT-8 2009,04092.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04092.jpg,33
113,169,1431,993,147,Jeep Liberty SUV 2012,04093.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04093.jpg,85
75,272,1150,846,186,Toyota Sequoia SUV 2012,04094.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04094.jpg,11
2,26,264,187,108,Ford Freestar Minivan 2007,04095.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04095.jpg,108
98,89,509,347,136,Hyundai Accent Sedan 2012,04096.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04096.jpg,90
161,206,553,377,63,Chevrolet Sonic Sedan 2012,04097.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04097.jpg,129
21,31,416,228,180,Spyker C8 Coupe 2009,04098.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04098.jpg,26
1,31,149,148,157,MINI Cooper Roadster Convertible 2012,04099.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04099.jpg,190
51,8,256,187,111,Ford Ranger SuperCab 2011,04100.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04100.jpg,56
53,222,973,719,150,Lamborghini Reventon Coupe 2008,04101.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04101.jpg,188
114,149,938,633,94,Dodge Durango SUV 2012,04102.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04102.jpg,61
160,79,699,457,82,Daewoo Nubira Wagon 2002,04103.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04103.jpg,186
48,74,2608,1640,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,04104.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04104.jpg,171
20,254,997,642,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,04105.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04105.jpg,176
183,6,694,291,145,Jeep Patriot SUV 2012,04106.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04106.jpg,68
26,83,450,332,148,Jeep Grand Cherokee SUV 2012,04107.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04107.jpg,43
16,37,289,165,155,Land Rover LR2 SUV 2012,04108.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04108.jpg,97
21,40,445,295,44,Bentley Continental Flying Spur Sedan 2007,04109.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04109.jpg,46
71,33,618,411,101,Ferrari FF Coupe 2012,04110.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04110.jpg,52
27,8,1998,1443,64,Chevrolet Express Cargo Van 2007,04111.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04111.jpg,178
8,29,258,165,129,Honda Accord Sedan 2012,04112.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04112.jpg,181
13,18,250,175,60,Chevrolet HHR SS 2010,04113.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04113.jpg,96
137,974,1317,1781,133,Hyundai Veracruz SUV 2012,04114.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04114.jpg,30
46,19,593,410,147,Jeep Liberty SUV 2012,04115.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04115.jpg,85
66,68,1552,981,77,Chrysler Sebring Convertible 2010,04116.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04116.jpg,122
2,21,356,264,52,Cadillac SRX SUV 2012,04117.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04117.jpg,189
19,77,413,242,83,Dodge Caliber Wagon 2012,04118.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04118.jpg,84
183,120,776,375,182,Suzuki Kizashi Sedan 2012,04119.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04119.jpg,160
132,87,547,304,46,Bugatti Veyron 16.4 Coupe 2009,04120.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04120.jpg,149
109,132,468,247,8,Aston Martin V8 Vantage Convertible 2012,04121.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04121.jpg,54
17,27,258,194,116,Ford E-Series Wagon Van 2012,04122.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04122.jpg,67
62,24,343,228,115,Ford Focus Sedan 2007,04123.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04123.jpg,169
8,70,473,299,67,Chevrolet Malibu Hybrid Sedan 2010,04124.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04124.jpg,166
12,52,579,377,159,Mazda Tribute SUV 2011,04125.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04125.jpg,183
110,101,519,323,42,Bentley Continental GT Coupe 2012,04126.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04126.jpg,42
1,24,297,190,83,Dodge Caliber Wagon 2012,04127.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04127.jpg,84
71,65,579,396,192,Volkswagen Beetle Hatchback 2012,04128.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04128.jpg,17
22,123,591,373,29,BMW 3 Series Sedan 2012,04129.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04129.jpg,59
118,75,286,202,158,Maybach Landaulet Convertible 2012,04130.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04130.jpg,158
37,41,345,173,130,Hyundai Veloster Hatchback 2012,04131.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04131.jpg,152
72,148,555,316,135,Hyundai Elantra Sedan 2007,04132.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04132.jpg,12
20,54,244,154,128,Honda Accord Coupe 2012,04133.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04133.jpg,126
43,107,683,392,147,Jeep Liberty SUV 2012,04134.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04134.jpg,85
55,130,989,713,167,Mitsubishi Lancer Sedan 2012,04135.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04135.jpg,8
164,394,1954,1053,164,Mercedes-Benz E-Class Sedan 2012,04136.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04136.jpg,177
199,482,3385,2465,58,Chevrolet Traverse SUV 2012,04137.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04137.jpg,9
30,48,222,144,31,BMW 6 Series Convertible 2007,04138.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04138.jpg,145
21,83,633,374,123,Geo Metro Convertible 1993,04139.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04139.jpg,5
61,24,206,144,113,Ford F-150 Regular Cab 2012,04140.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04140.jpg,167
5,1,701,350,184,Suzuki SX4 Sedan 2012,04141.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04141.jpg,24
18,40,210,171,118,GMC Terrain SUV 2012,04142.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04142.jpg,179
8,103,464,254,171,Nissan 240SX Coupe 1998,04143.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04143.jpg,92
178,163,729,452,110,Ford Edge SUV 2012,04144.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04144.jpg,64
11,192,555,373,128,Honda Accord Coupe 2012,04145.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04145.jpg,126
114,34,577,337,182,Suzuki Kizashi Sedan 2012,04146.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04146.jpg,160
31,158,602,373,122,GMC Canyon Extended Cab 2012,04147.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04147.jpg,57
16,25,271,187,131,Hyundai Santa Fe SUV 2012,04148.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04148.jpg,80
19,82,560,337,33,BMW X6 SUV 2012,04149.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04149.jpg,187
28,27,300,181,78,Chrysler Town and Country Minivan 2012,04150.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04150.jpg,195
47,145,608,366,181,Suzuki Aerio Sedan 2007,04151.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04151.jpg,163
28,58,226,150,27,BMW 1 Series Convertible 2012,04152.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04152.jpg,192
23,9,641,352,183,Suzuki SX4 Hatchback 2012,04153.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04153.jpg,118
14,110,619,432,53,Cadillac Escalade EXT Crew Cab 2007,04154.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04154.jpg,45
85,106,356,292,15,Audi R8 Coupe 2012,04155.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04155.jpg,44
11,21,733,529,184,Suzuki SX4 Sedan 2012,04156.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04156.jpg,24
10,20,256,171,90,Dodge Dakota Crew Cab 2010,04157.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04157.jpg,48
15,49,552,422,135,Hyundai Elantra Sedan 2007,04158.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04158.jpg,12
21,63,577,324,150,Lamborghini Reventon Coupe 2008,04159.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04159.jpg,188
24,57,372,275,178,Scion xD Hatchback 2012,04160.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04160.jpg,93
127,166,947,559,89,Dodge Journey SUV 2012,04161.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04161.jpg,6
4,25,257,165,95,Dodge Durango SUV 2007,04162.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04162.jpg,193
23,31,238,140,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,04163.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04163.jpg,171
28,182,467,340,113,Ford F-150 Regular Cab 2012,04164.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04164.jpg,167
107,70,550,318,130,Hyundai Veloster Hatchback 2012,04165.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04165.jpg,152
80,134,708,456,11,Aston Martin Virage Coupe 2012,04166.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04166.jpg,128
19,175,1582,1081,81,Chrysler PT Cruiser Convertible 2008,04167.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04167.jpg,182
44,148,537,369,159,Mazda Tribute SUV 2011,04168.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04168.jpg,183
10,41,289,174,128,Honda Accord Coupe 2012,04169.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04169.jpg,126
29,181,582,398,85,Dodge Caravan Minivan 1997,04170.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04170.jpg,13
116,159,788,530,32,BMW X5 SUV 2007,04171.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04171.jpg,172
145,97,880,638,164,Mercedes-Benz E-Class Sedan 2012,04172.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04172.jpg,177
161,54,1061,642,173,Porsche Panamera Sedan 2012,04173.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04173.jpg,41
34,52,226,157,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,04174.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04174.jpg,72
36,47,611,463,76,Chrysler Aspen SUV 2009,04175.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04175.jpg,99
218,500,1375,1061,18,Audi 100 Wagon 1994,04176.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04176.jpg,66
42,150,415,348,161,Mercedes-Benz 300-Class Convertible 1993,04177.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04177.jpg,86
89,120,562,316,182,Suzuki Kizashi Sedan 2012,04178.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04178.jpg,160
78,99,573,404,108,Ford Freestar Minivan 2007,04179.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04179.jpg,108
96,151,599,449,65,Chevrolet Avalanche Crew Cab 2012,04180.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04180.jpg,47
110,108,536,265,177,Rolls-Royce Phantom Sedan 2012,04181.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04181.jpg,40
72,267,2602,1813,58,Chevrolet Traverse SUV 2012,04182.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04182.jpg,9
16,109,981,694,170,Nissan Juke Hatchback 2012,04183.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04183.jpg,22
1,1,240,99,125,HUMMER H2 SUT Crew Cab 2009,04184.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04184.jpg,115
41,84,583,414,178,Scion xD Hatchback 2012,04185.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04185.jpg,93
37,216,746,502,8,Aston Martin V8 Vantage Convertible 2012,04186.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04186.jpg,54
99,120,588,415,74,Chevrolet Silverado 1500 Extended Cab 2012,04187.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04187.jpg,78
34,112,961,686,121,GMC Acadia SUV 2012,04188.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04188.jpg,82
95,179,595,362,64,Chevrolet Express Cargo Van 2007,04189.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04189.jpg,178
16,102,621,423,10,Aston Martin Virage Convertible 2012,04190.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04190.jpg,133
43,104,550,299,16,Audi V8 Sedan 1994,04191.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04191.jpg,124
173,62,546,349,102,Ferrari California Convertible 2012,04192.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04192.jpg,141
91,53,579,325,149,Jeep Compass SUV 2012,04193.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04193.jpg,102
16,25,638,466,78,Chrysler Town and Country Minivan 2012,04194.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04194.jpg,195
27,154,605,355,20,Audi S6 Sedan 2011,04195.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04195.jpg,69
117,323,972,794,164,Mercedes-Benz E-Class Sedan 2012,04196.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04196.jpg,177
34,46,563,374,8,Aston Martin V8 Vantage Convertible 2012,04197.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04197.jpg,54
209,290,875,590,130,Hyundai Veloster Hatchback 2012,04198.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04198.jpg,152
8,15,256,178,109,Ford Expedition EL SUV 2009,04199.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04199.jpg,87
16,62,243,161,118,GMC Terrain SUV 2012,04200.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04200.jpg,179
153,67,561,435,61,Chevrolet Impala Sedan 2007,04201.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04201.jpg,77
56,117,474,266,141,Infiniti G Coupe IPL 2012,04202.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04202.jpg,136
3,79,239,179,143,Isuzu Ascender SUV 2008,04203.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04203.jpg,91
27,73,635,425,80,Chrysler Crossfire Convertible 2008,04204.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04204.jpg,175
4,2,265,182,31,BMW 6 Series Convertible 2007,04205.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04205.jpg,145
21,172,666,519,172,Plymouth Neon Coupe 1999,04206.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04206.jpg,15
17,13,313,226,106,Ford F-450 Super Duty Crew Cab 2012,04207.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04207.jpg,4
81,1,447,275,65,Chevrolet Avalanche Crew Cab 2012,04208.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04208.jpg,47
107,562,1913,1203,96,Dodge Charger Sedan 2012,04209.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04209.jpg,7
56,114,338,323,180,Spyker C8 Coupe 2009,04210.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04210.jpg,26
80,141,988,640,96,Dodge Charger Sedan 2012,04211.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04211.jpg,7
1,7,270,183,65,Chevrolet Avalanche Crew Cab 2012,04212.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04212.jpg,47
8,45,298,145,119,GMC Savana Van 2012,04213.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04213.jpg,38
23,63,227,165,119,GMC Savana Van 2012,04214.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04214.jpg,38
36,141,558,363,194,Volvo 240 Sedan 1993,04215.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04215.jpg,23
30,81,274,163,8,Aston Martin V8 Vantage Convertible 2012,04216.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/04216.jpg,54
